pv_to_load_w,batt_to_load_w,grid_to_load_w,pv_surplus_w,charged_to_batt_w,soc,critical_pv_w,critical_batt_w,critical_grid_w,critical_unmet_w,essential_pv_w,essential_batt_w,essential_grid_w,essential_unmet_w,nonessential_pv_w,nonessential_batt_w,nonessential_grid_w,nonessential_unmet_w
0.0,1138.9722661653266,0.0,0.0,0.0,0.643254402780672,0.0,1068.9722661653266,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1137.881572956222,0.0,0.0,0.0,0.6381009536277906,0.0,1067.881572956222,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1139.8746418054536,0.0,0.0,0.0,0.632938477894976,0.0,1069.8746418054536,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1141.9102846410024,0.0,0.0,0.0,0.6277667827652613,0.0,1071.9102846410024,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.0285479073289,0.0,0.0,0.0,0.6226126679649564,0.0,1068.0285479073289,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1141.0080930310357,0.0,0.0,0.0,0.617445058847968,0.0,1071.0080930310357,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.9394847632552,0.0,0.0,0.0,0.6122868184278445,0.0,1068.9394847632552,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.4142543354753,0.0,0.0,0.0,0.6071309567687164,0.0,1068.4142543354753,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1139.785939280091,0.0,0.0,0.0,0.6019688827683537,0.0,1069.785939280091,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1137.9295153551611,0.0,0.0,0.0,0.5968152164850423,0.0,1067.9295153551611,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.8927013893058,0.0,0.0,0.0,0.5916571879461415,0.0,1068.8927013893058,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1137.6042442148223,0.0,0.0,0.0,0.5865049948111106,0.0,1067.6042442148223,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1143.9294502658327,0.0,0.0,0.0,0.5813241549095444,0.0,1073.9294502658327,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1140.0705271039435,0.0,0.0,0.0,0.5761607920150519,0.0,1070.0705271039435,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.600548984015,0.0,0.0,0.0,0.5710040866301606,0.0,1068.600548984015,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1140.4279598214684,0.0,0.0,0.0,0.5658391049280705,0.0,1070.4279598214684,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1139.7753439006183,0.0,0.0,0.0,0.5606770789140278,0.0,1069.7753439006183,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1139.5580608009336,0.0,0.0,0.0,0.5555160369719946,0.0,1069.5580608009336,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1541.2283334000867,0.0,0.0,0.0,0.5485358361866681,0.0,1071.2283334000867,0.0,0.0,0.0,60.0,0.0,0.0,0.0,410.0,0.0,0.0
0.0,1541.5150154200946,0.0,0.0,0.0,0.5415543370226279,0.0,1071.5150154200946,0.0,0.0,0.0,60.0,0.0,0.0,0.0,410.0,0.0,0.0
0.0,1538.938997704779,0.0,0.0,0.0,0.5345845046054867,0.0,1068.938997704779,0.0,0.0,0.0,60.0,0.0,0.0,0.0,410.0,0.0,0.0
0.0,1538.8483635187106,0.0,0.0,0.0,0.5276150826692606,0.0,1068.8483635187106,0.0,0.0,0.0,60.0,0.0,0.0,0.0,410.0,0.0,0.0
0.0,1539.4498966056967,0.0,0.0,0.0,0.5206429363984014,0.0,1069.4498966056967,0.0,0.0,0.0,60.0,0.0,0.0,0.0,410.0,0.0,0.0
0.0,1535.3961576705287,0.0,0.0,0.0,0.5136891494524298,0.0,1065.3961576705287,0.0,0.0,0.0,60.0,0.0,0.0,0.0,410.0,0.0,0.0
0.0,1136.969617875603,0.0,0.0,0.0,0.5085398305308918,0.0,1066.969617875603,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1142.733748534889,0.0,0.0,0.0,0.503364405945136,0.0,1072.733748534889,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1143.2899354270025,0.0,0.0,0.0,0.4981864623970064,0.0,1073.2899354270025,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1139.5019279208873,0.0,0.0,0.0,0.49302567467997344,0.0,1069.5019279208873,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1141.1531139261115,0.0,0.0,0.0,0.487857408765453,0.0,1071.1531139261115,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1140.6225003090872,0.0,0.0,0.0,0.48269154599231406,0.0,1070.6225003090872,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1146.1577616169104,0.0,0.0,0.0,0.47750061410093314,0.0,1076.1577616169104,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1142.2391498228692,0.0,0.0,0.0,0.47232742954557594,0.0,1072.2391498228692,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1139.7441648170384,0.0,0.0,0.0,0.46716554474115096,0.0,1069.7441648170384,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.0889191187991,0.0,0.0,0.0,0.46201115652050423,0.0,1068.0889191187991,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1136.7871073594847,0.0,0.0,0.0,0.4568626641864486,0.0,1066.7871073594847,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1140.4069272717345,0.0,0.0,0.0,0.45169777774047154,0.0,1070.4069272717345,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.4872985094314,0.0,0.0,0.0,0.44654158526533827,0.0,1068.4872985094314,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1137.1554925808045,0.0,0.0,0.0,0.44139142451995417,0.0,1067.1554925808045,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.706854231515,0.0,0.0,0.0,0.4362342376801375,0.0,1068.706854231515,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1137.836903992771,0.0,0.0,0.0,0.4310809908323442,0.0,1067.836903992771,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1143.374283270145,0.0,0.0,0.0,0.4259026652740555,0.0,1073.374283270145,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1141.7632795138989,0.0,0.0,0.0,0.420731635928431,0.0,1071.7632795138989,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1139.9840547173667,0.0,0.0,0.0,0.4155686646661241,0.0,1069.9840547173667,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1142.95988827778,0.0,0.0,0.0,0.41039221589675007,0.0,1072.95988827778,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1140.1547366152954,0.0,0.0,0.0,0.4052284716186011,0.0,1070.1547366152954,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.2774315973434,0.0,0.0,0.0,0.4000732296276711,0.0,1068.2774315973434,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1143.0462481545392,0.0,0.0,0.0,0.3948963897356669,0.0,1073.0462481545392,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1141.0778200873692,0.0,0.0,0.0,0.3897284648258509,0.0,1071.0778200873692,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1137.925507691347,0.0,0.0,0.0,0.3845748166931908,0.0,1067.925507691347,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1139.6193226438327,0.0,0.0,0.0,0.37941349729715895,0.0,1069.6193226438327,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.2487634932304,0.0,0.0,0.0,0.374258385143657,0.0,1068.2487634932304,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1137.2344005380714,0.0,0.0,0.0,0.36910786702527804,0.0,1067.2344005380714,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1141.8523550950633,0.0,0.0,0.0,0.36393643425763733,0.0,1071.8523550950633,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1143.8188332809402,0.0,0.0,0.0,0.3587560953387925,0.0,1073.8188332809402,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1137.2028648523617,0.0,0.0,0.0,0.35360572004507707,0.0,1067.2028648523617,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1141.1259384733812,0.0,0.0,0.0,0.34843757720778823,0.0,1071.1259384733812,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.6987148617563,0.0,0.0,0.0,0.3432804272310593,0.0,1068.6987148617563,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1139.0257492324706,0.0,0.0,0.0,0.338121796120405,0.0,1069.0257492324706,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.8152121515222,0.0,0.0,0.0,0.33296411852913904,0.0,1068.8152121515222,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.2720184606405,0.0,0.0,0.0,0.3278089010542267,0.0,1068.2720184606405,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1140.0970432558897,0.0,0.0,0.0,0.32264541806846636,0.0,1070.0970432558897,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1138.338099767178,0.0,0.0,0.0,0.31748990131227445,0.0,1068.338099767178,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,1020.5409136515597,0.0,0.0,0.0,0.31286788630479456,0.0,950.5409136515597,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0
28.54561902179217,991.3539047593096,0.0,0.0,0.0,0.30837805883758757,26.586412957926687,923.3131108231751,0.0,0.0,1.6793194833132703,58.32068051668673,0.0,0.0,0.27988658055221166,9.720113419447788,0.0,0.0
12.7326471347089,1006.7894567715582,0.0,0.0,0.0,0.3038183239790207,11.858428423790627,937.6636754824765,0.0,0.0,0.7493303236442346,59.25066967635576,0.0,0.0,0.1248883872740391,9.875111612725961,0.0,0.0
70.87908108062352,947.3057915952933,0.0,0.0,0.0,0.2995279897779551,66.0061588748515,882.1787138010653,0.0,0.0,4.176790462090316,55.82320953790968,0.0,0.0,0.6961317436817193,9.30386825631828,0.0,0.0
91.68301511895085,0.0,0.0,0.0,0.0,0.2995279897779551,85.38391969382731,0.0,0.0,863.462537645036,5.399224650105891,0.0,0.0,54.60077534989411,0.8998707750176484,0.0,0.0,9.100129224982352
37.645221113704245,0.0,0.0,0.0,0.0,0.2995279897779551,35.0655464561007,0.0,0.0,916.4452359955508,2.211149706517327,0.0,0.0,57.788850293482675,0.36852495108622124,0.0,0.0,9.631475048913778
52.4161476221499,0.0,0.0,0.0,0.0,0.2995279897779551,48.8224906765719,0.0,0.0,902.1793436986769,3.0802773819240015,0.0,0.0,56.919722618076,0.5133795636540003,0.0,0.0,9.486620436346
134.72043672630303,0.0,0.0,0.0,0.0,0.2995279897779551,125.4571609434675,0.0,0.0,822.5877285669353,7.939950671001905,0.0,0.0,52.0600493289981,1.3233251118336509,0.0,0.0,8.67667488816635
130.27954812165856,0.0,0.0,0.0,0.0,0.2995279897779551,121.34053586369345,0.0,0.0,828.858128747165,7.662010506827237,0.0,0.0,52.33798949317276,1.2770017511378728,0.0,0.0,8.722998248862128
226.12496676915106,0.0,0.0,0.0,0.0,0.2995279897779551,210.62941641637525,0.0,0.0,740.8733578303684,13.281900302379245,0.0,0.0,46.71809969762076,2.213650050396541,0.0,0.0,7.7863499496034585
182.95503489716452,0.0,0.0,0.0,0.0,0.2995279897779551,122.25677687839683,0.0,0.0,824.4044125593604,7.748713789629918,0.0,0.0,52.25128621037008,52.94954422913777,0.0,0.0,357.05045577086224
133.95155827039366,0.0,0.0,0.0,0.0,0.2995279897779551,89.64938340379626,0.0,0.0,861.4373369809636,5.6555967914805185,0.0,0.0,54.34440320851948,38.64657807511688,0.0,0.0,371.35342192488315
322.74946367710936,0.0,0.0,0.0,0.0,0.2995279897779551,215.82414646621152,0.0,0.0,732.8506060158968,13.650040495008234,0.0,0.0,46.349959504991766,93.2752767158896,0.0,0.0,316.7247232841104
325.59731245377327,0.0,0.0,0.0,0.0,0.2995279897779551,217.91572730234043,0.0,0.0,733.2254700348459,13.746585338480786,0.0,0.0,46.253414661519216,93.93499981295203,0.0,0.0,316.065000187048
228.7106846108713,0.0,0.0,0.0,0.0,0.2995279897779551,152.92920321209846,0.0,0.0,795.5442784748166,9.674231667928451,0.0,0.0,50.32576833207155,66.10724973084442,0.0,0.0,343.8927502691556
102.43078110544407,0.0,0.0,0.0,0.0,0.2995279897779551,68.44123083689661,0.0,0.0,877.9490049617743,4.339091523644356,0.0,0.0,55.660908476355644,29.6504587449031,0.0,0.0,380.3495412550969
252.22382571733687,0.0,0.0,0.0,0.0,0.2995279897779551,234.85893159533745,0.0,0.0,711.8859835288962,14.884194961713769,0.0,0.0,45.11580503828623,2.480699160285628,0.0,0.0,7.519300839714372
261.68296260703204,0.0,0.0,0.0,0.0,0.2995279897779551,243.72602097435455,0.0,0.0,706.3701489189682,15.391664256580693,0.0,0.0,44.6083357434193,2.565277376096782,0.0,0.0,7.434722623903218
343.2623173373969,0.0,0.0,0.0,0.0,0.2995279897779551,319.717090118785,0.0,0.0,630.8023548846579,20.18162333023878,0.0,0.0,39.81837666976122,3.36360388837313,0.0,0.0,6.63639611162687
652.0952239821123,0.0,0.0,0.0,0.0,0.2995279897779551,607.2640977622364,0.0,0.0,340.92726898755484,38.4266796170365,0.0,0.0,21.5733203829635,6.404446602839416,0.0,0.0,3.595553397160584
325.06277728315786,0.0,0.0,0.0,0.0,0.2995279897779551,302.7824456103633,0.0,0.0,648.4947393071915,19.097427148109613,0.0,0.0,40.90257285189038,3.1829045246849357,0.0,0.0,6.817095475315064
537.0515412052371,0.0,0.0,0.0,0.0,0.2995279897779551,358.87808916529514,0.0,0.0,587.798870710167,22.745547068928765,0.0,0.0,37.254452931071235,155.42790497101322,0.0,0.0,254.57209502898678
509.02363319870153,0.0,0.0,0.0,0.0,0.2995279897779551,340.52829807262685,0.0,0.0,609.3395423300785,21.510042782052082,0.0,0.0,38.48995721794792,146.98529234402255,0.0,0.0,263.0147076559774
523.3432571376516,0.0,0.0,0.0,0.0,0.2995279897779551,349.82805269986653,0.0,0.0,597.7499149006085,22.15087716227043,0.0,0.0,37.84912283772957,151.3643272755146,0.0,0.0,258.6356727244854
217.33252969948742,0.0,0.0,0.0,0.0,0.2995279897779551,128.96919149100788,0.0,0.0,819.7271362933877,32.62646333851552,0.0,0.0,207.37353666148448,55.73687486996402,0.0,0.0,354.263125130036
366.4964337492697,0.0,0.0,0.0,0.0,0.2995279897779551,217.6160784524116,0.0,0.0,732.4787188902212,54.971208109609144,0.0,0.0,185.02879189039086,93.90914718724896,0.0,0.0,316.09085281275105
221.13311762540877,0.0,0.0,0.0,0.0,0.2995279897779551,131.20106516520624,0.0,0.0,817.0781081042259,33.20568090838247,0.0,0.0,206.79431909161752,56.72637155182005,0.0,0.0,353.2736284481799
297.10605958526963,0.0,0.0,0.0,0.0,0.2995279897779551,235.1692669433347,0.0,0.0,714.0616219682056,59.45932093625756,0.0,0.0,180.54067906374243,2.4774717056773987,0.0,0.0,7.522528294322601
383.3603789834926,0.0,0.0,0.0,0.0,0.2995279897779551,303.6273579714339,0.0,0.0,648.385227646995,76.5437001715763,0.0,0.0,163.4562998284237,3.1893208404823463,0.0,0.0,6.810679159517654
670.0111978065405,0.0,0.0,0.0,0.0,0.2995279897779551,530.2911927052568,0.0,0.0,418.55502355569695,134.13120489723235,0.0,0.0,105.86879510276765,5.588800204051348,0.0,0.0,4.411199795948652
206.78192499210473,0.0,0.0,0.0,0.0,0.2995279897779551,163.76227592107037,0.0,0.0,787.90910830306,41.29886310819299,0.0,0.0,198.701136891807,1.7207859628413742,0.0,0.0,8.279214037158626
254.59502993864962,0.0,0.0,0.0,0.0,0.2995279897779551,201.45434303767553,0.0,0.0,746.2862432530092,51.01505942493511,0.0,0.0,188.98494057506488,2.125627476038963,0.0,0.0,7.874372523961037
494.36939109804166,0.0,0.0,0.0,0.0,0.2995279897779551,391.46663180560324,0.0,0.0,559.5929765502274,98.7866489207409,0.0,0.0,141.2133510792591,4.116110371697538,0.0,0.0,5.883889628302462
608.1556651570504,0.0,0.0,0.0,0.0,0.2995279897779551,481.7602476953445,0.0,0.0,471.1228895459713,121.33960076323768,0.0,0.0,118.66039923676232,5.055816698468236,0.0,0.0,4.944183301531764
826.6030656191657,0.0,0.0,0.0,0.0,0.2995279897779551,653.6817602930661,0.0,0.0,291.37495070667933,166.0044531130557,0.0,0.0,73.99554688694431,6.9168522130439865,0.0,0.0,3.0831477869560135
719.0314046880516,0.0,0.0,0.0,0.0,0.2995279897779551,569.0339749779262,0.0,0.0,379.3722345111329,143.99753252172033,0.0,0.0,96.00246747827967,5.999897188405013,0.0,0.0,4.000102811594987
788.8741641386587,0.0,0.0,0.0,0.0,0.2995279897779551,624.6832965651286,0.0,0.0,326.4708476892325,157.62323287058888,0.0,0.0,82.37676712941112,6.567634702941204,0.0,0.0,3.432365297058796
407.72664842696344,0.0,0.0,0.0,0.0,0.2995279897779551,322.75484144909507,0.0,0.0,626.8390677788188,81.57293469875364,0.0,0.0,158.42706530124636,3.398872279114735,0.0,0.0,6.601127720885264
417.33745593554806,0.0,0.0,0.0,0.0,0.2995279897779551,330.44590168529356,0.0,0.0,620.2963900614491,83.41589208024433,0.0,0.0,156.58410791975567,3.4756621700101804,0.0,0.0,6.52433782998982
423.6638682836522,0.0,0.0,0.0,0.0,0.2995279897779551,335.31162331259867,0.0,0.0,613.4804063139698,84.8181551722114,0.0,0.0,155.1818448277886,3.534089798842142,0.0,0.0,6.4659102011578575
422.69519547510134,0.0,0.0,0.0,0.0,0.2995279897779551,334.64640329479215,0.0,0.0,615.5267762801536,84.52684049309684,0.0,0.0,155.47315950690316,3.5219516872123684,0.0,0.0,6.478048312787632
1133.7128454061049,0.0,0.0,0.0,0.0,0.2995279897779551,897.4613709858412,0.0,0.0,52.22727454337462,226.80141544345307,0.0,0.0,13.198584556546933,9.450058976810544,0.0,0.0,0.5499410231894561
557.9748233874407,0.0,0.0,0.0,0.0,0.2995279897779551,441.955876589862,0.0,0.0,510.3796875334576,111.37818892567553,0.0,0.0,128.62181107432446,4.640757871903147,0.0,0.0,5.359242128096853
880.5892675304938,0.0,0.0,0.0,0.0,0.2995279897779551,697.2109289142307,0.0,0.0,253.29791277237166,176.04320507161248,0.0,0.0,63.956794928387524,7.33513354465052,0.0,0.0,2.66486645534948
899.1329799471232,0.0,0.0,0.0,0.0,0.2995279897779551,711.9189490501536,0.0,0.0,238.75625627399677,179.72546966109078,0.0,0.0,60.274530338909216,7.488561235878784,0.0,0.0,2.511438764121216
619.2391766521705,0.0,0.0,0.0,0.0,0.2995279897779551,490.14239486493716,0.0,0.0,459.0338512028179,123.93291051574403,0.0,0.0,116.06708948425597,5.163871271489334,0.0,0.0,4.836128728510666
250.30610693919806,0.0,0.0,0.0,0.0,0.2995279897779551,198.11658810317215,0.0,0.0,750.9081994486828,50.10193808258488,0.0,0.0,189.89806191741513,2.0875807534410367,0.0,0.0,7.912419246558963
1199.1348836243608,0.0,0.0,0.0,68.8251978311705,0.2997918197029746,949.1348836243608,0.0,0.0,0.0,240.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1200.7889042847564,1.7763568394002505e-15,0.0,0.0,151.00039923934673,0.3003706545667254,950.7889042847565,0.0,0.0,0.0,240.0,0.0,0.0,0.0,9.999999999999998,1.7763568394002505e-15,0.0,0.0
524.0725688108536,675.0854622275059,0.0,0.0,0.0,0.2973132022921443,414.81412345877277,534.3439075795867,0.0,0.0,104.88810753799756,135.11189246200246,0.0,0.0,4.370337814083232,5.629662185916768,0.0,0.0
486.039934731342,0.0,0.0,0.0,0.0,0.2973132022921443,384.8304949138785,0.0,0.0,565.7490547999143,97.1610622247649,0.0,0.0,142.83893777523508,4.048377592698538,0.0,0.0,5.951622407301462
636.2982808714089,0.0,0.0,0.0,0.0,0.2973132022921443,504.1930910506308,0.0,0.0,449.95771054666005,126.82098222794698,0.0,0.0,113.17901777205302,5.284207592831124,0.0,0.0,4.715792407168876
1056.090756350049,0.0,0.0,0.0,0.0,0.2973132022921443,836.3908255056235,0.0,0.0,115.35142390123985,210.91193361064848,0.0,0.0,29.088066389351525,8.78799723377702,0.0,0.0,1.2120027662229802
1199.3479529356644,0.0,0.0,0.0,78.39244693067326,0.29761370667204523,949.3479529356644,0.0,0.0,0.0,240.0,0.0,0.0,0.0,9.999999999999998,0.0,0.0,1.7763568394002505e-15
599.6723067640638,0.0,0.0,0.0,0.0,0.29761370667204523,474.9901926737009,0.0,0.0,477.412235170627,119.69482952674849,0.0,0.0,120.30517047325151,4.987284563614521,0.0,0.0,5.012715436385479
1029.235685844157,0.0,0.0,0.0,0.0,0.29761370667204523,814.6656500476294,0.0,0.0,134.5181992063275,205.98723436466648,0.0,0.0,34.01276563533352,8.582801431861103,0.0,0.0,1.4171985681388968
872.6752518517881,0.0,0.0,0.0,0.0,0.29761370667204523,690.2482260540692,0.0,0.0,255.6755248755751,175.12994476581017,0.0,0.0,64.87005523418983,7.297081031908759,0.0,0.0,2.7029189680912413
692.6020496085342,0.0,0.0,0.0,0.0,0.29761370667204523,548.0671164608303,0.0,0.0,399.91671091733485,138.75353582179577,0.0,0.0,101.24646417820423,5.781397325908157,0.0,0.0,4.218602674091843
1042.005205392202,0.0,0.0,0.0,0.0,0.29761370667204523,824.2418042495722,0.0,0.0,122.01661190837615,209.05286509692482,0.0,0.0,30.94713490307518,8.7105360457052,0.0,0.0,1.2894639542947992
365.33877245333196,0.0,0.0,0.0,0.0,0.29761370667204523,289.1819112528641,0.0,0.0,660.1150617790532,73.11058675244915,0.0,0.0,166.88941324755086,3.046274448018715,0.0,0.0,6.953725551981285
766.731263986438,0.0,0.0,0.0,0.0,0.29761370667204523,607.000487292619,0.0,0.0,343.03634946576005,153.3415456260662,0.0,0.0,86.65845437393381,6.389231067752758,0.0,0.0,3.6107689322472423
1164.3409435115866,0.0,0.0,0.0,0.0,0.29761370667204523,922.4457837325267,0.0,0.0,30.907090892023803,232.21935338789746,0.0,0.0,7.780646612102544,9.675806391162395,0.0,0.0,0.3241936088376054
1200.6538547475284,0.0,0.0,0.0,526.8401219520438,0.2996332604728614,950.6538547475284,0.0,0.0,0.0,240.0,0.0,0.0,0.0,10.000000000000002,0.0,0.0,0.0
305.72685993015426,0.0,0.0,0.0,0.0,0.2996332604728614,242.01049696333914,0.0,0.0,707.5513019790432,61.16770844814254,0.0,0.0,178.83229155185745,2.548654518672606,0.0,0.0,7.451345481327394
764.5288799367119,0.0,0.0,0.0,0.0,0.2996332604728614,605.4719011930572,0.0,0.0,346.1869099693098,152.6946995939085,0.0,0.0,87.3053004060915,6.362279149746188,0.0,0.0,3.637720850253812
539.0760298073996,0.0,0.0,0.0,0.0,0.2996332604728614,426.3531142329229,0.0,0.0,519.2246151490613,108.21399895149757,0.0,0.0,131.78600104850244,4.508916622979066,0.0,0.0,5.491083377020934
735.7292211141,0.0,0.0,0.0,0.0,0.2996332604728614,582.5124668784026,0.0,0.0,367.95876223781454,147.0880840662695,0.0,0.0,92.91191593373051,6.128670169427895,0.0,0.0,3.8713298305721047
1124.4416024074146,0.0,0.0,0.0,0.0,0.2996332604728614,890.4835188116574,0.0,0.0,61.05821157611649,224.599760251927,0.0,0.0,15.400239748073005,9.35832334383029,0.0,0.0,0.6416766561697091
440.36642924521243,0.0,0.0,0.0,0.0,0.2996332604728614,348.3967813918846,0.0,0.0,598.6460461165557,88.29086193919471,0.0,0.0,151.7091380608053,3.6787859141331127,0.0,0.0,6.321214085866887
531.5393404602379,0.0,0.0,0.0,0.0,0.2996332604728614,421.0126700745813,0.0,0.0,531.2748380118326,106.10560357023031,0.0,0.0,133.8943964297697,4.421066815426263,0.0,0.0,5.578933184573737
1200.6769928149888,0.0,0.0,0.0,176.27555953174124,0.3003089834510664,950.6769928149888,0.0,0.0,0.0,240.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
